Permeability_mD,Porosity,Compressive_Strength_MPa,Cohesion_MPa,Friction_Angle_deg,Grain_Size_mm,Cement_Quality,Clay_Content,Reservoir_Pressure_bar,Temperature_C,Water_Saturation,Perforation_Density_spm,Completion_Type,Flow_Rate_m3day,Drawdown_Pressure_bar,Oil_Viscosity_cp,Oil_Density_kgm3,Sand_Production_Rate_kgday
15.565722631600494,0.2199677718293001,19.598573800204946,0.973753953698087,25.68253197517533,0.1589750916030911,0.5018702110905061,0.10859928545750082,220.8438584337851,47.409057151960035,0.31868414249883414,9.304528539681465,Gravel_Pack,49.07104794866565,7.993729929001159,1.2966493335138618,861.1519012413238,0.0811172777090611
6.005066612100667,0.19623168414563844,23.843850634275856,1.8116919913763985,29.84398255530458,0.15524802390696896,0.426724955152771,0.13335649428299393,302.7446206275873,99.93608145491143,0.3916484063160521,11.187640509062811,CasedHole,39.29948882372281,7.047848707403514,3.1626111004795896,853.4465526154237,0.08931632954256374
19.52181985959007,0.1529815184960087,18.66064063200031,2.1691155732626846,30.09008436022223,0.05305031171306774,0.4879092304221811,0.12475641455680891,297.2021074074542,109.79615864409878,0.3083876288876854,16.02833089326901,CasedHole,58.17588262207198,16.48583573612454,3.3317077545008495,837.4110462928691,0.0066971888567816705
72.56950444452897,0.1176531611147213,22.536307762887677,4.010150125872152,32.36315172921703,0.17134569527949162,0.4073046411046796,0.02652320220332297,191.16674213072565,60.31364486709892,0.26293204708009826,11.188484087711476,OpenHole,66.85801545964561,19.692979015875558,1.5002197748536563,873.8905923134693,0.00448693703286878
5.200578856319919,0.1849111656806795,9.851082664369715,2.945242499627007,23.165708183595868,0.4010229046244355,0.8411496647027297,0.14146875701064474,312.53540591345757,95.78675947421064,0.20726023417718556,17.312872660043233,OpenHole,10.0,19.355226465726087,1.9262231563657561,852.1826367151481,0.047034285027203665
5.200706930790647,0.16967426927108747,26.70634965898351,1.4316147447200869,32.962836369236655,0.08050904865186427,0.5383121317902773,0.10104918109482423,264.75563835385714,85.23647003608257,0.5707091028587254,16.29490796081391,Gravel_Pack,16.71910837981424,3.0900436343167073,0.903125907224816,843.3596848961653,0.0008379867745789169
78.95035389886067,0.1947596610013866,25.009643802897795,2.88882903153411,20.0,0.5162243200650515,0.44716758298462045,0.058372478412604636,189.66584731278905,72.4994198517608,0.5386627857145319,10.262084074262871,Gravel_Pack,27.51962080295907,13.774674564783696,6.211226262843826,832.1791732988629,0.02374323831357508
23.362965407775885,0.18175859008409848,18.463290951454475,1.2621568088493076,26.850577238180946,0.3296314248415544,0.5690447046095597,0.04526401616503405,338.0415669968867,73.19941369055243,0.4586211128090409,8.666628700752673,CasedHole,32.520087639258506,9.489540222037204,1.2461706329587932,853.8799194872669,0.06745101918552024
3.6538756314365495,0.20247763576596675,30.27396534745924,3.3661528431096586,27.558630787742278,0.12401079538912727,0.4923217000838973,0.1021391804119169,243.72122060349582,89.81717469365161,0.6966057900069214,11.84233751423942,OpenHole,19.37391436597355,15.718687189104285,3.763523556786242,861.1021774073035,0.0052556501801574425
16.673824013370357,0.1232382394219716,32.500561101012465,2.123100278545697,33.166634130356194,0.19924427193206304,0.7466515522879956,0.10761648004642241,152.82784238445413,79.40073803594812,0.40315730309011605,15.459983290190667,Gravel_Pack,68.69105155336871,12.910882405953094,2.6618558894368483,800.5428959959689,0.023704346453378915
3.687222485931029,0.21586970328171629,12.139521085048207,2.4250910490086635,30.113154263384345,0.8014420961575661,0.8827319471312967,0.02554394039479856,214.68668260479456,41.086862640397314,0.39394469604166266,10.529427281313936,Gravel_Pack,161.41177275111605,17.959559531222943,5.89294676240161,832.5264381041312,122.9540318203732
3.6744570110186534,0.15987998023461997,18.898201771470287,3.560637318033752,22.972184730718567,0.4012535532219524,0.5628201940185882,0.1109994219980201,202.37728791423868,111.09521604505285,0.35088325586012103,14.724270894786418,CasedHole,38.43350343420414,14.904234547993292,1.6898631415680647,797.2407027684413,0.15167797056616783
10.622170859949584,0.2537630436312633,18.846861201701614,1.4702691451326,25.075034370914924,0.22470360055634292,0.8166200399833443,0.134391513897039,215.9130032942566,86.49761278977206,0.4676434647629846,15.625319967408265,CasedHole,35.42694985210076,5.519990525410554,2.8200415706432733,848.0077288609607,0.1698522567034406
0.4189849129503422,0.11554060909552161,17.480775191129084,1.382305451909607,30.993400047737033,0.18449246553044327,0.6395178441357717,0.023012791451898995,227.74072939208764,79.21983828774432,0.63417208236925,9.677923048912183,CasedHole,65.33742551819502,10.164570636002297,0.981124274941779,820.3833897572986,5.965517737372038
0.555783333422038,0.23679819015826248,31.63579873545399,2.033120538923196,29.60466329067722,0.23723294182899254,0.3943413990565401,0.12504595713120742,237.13053668575347,69.22365140472735,0.2901337988245257,9.971846735134239,CasedHole,10.0,15.028925574133268,0.8494925547651265,888.5391573990628,0.012914602976402616
