well_id,permeability_md,porosity_fraction,well_depth_ft,tubing_diameter_in,choke_size_64th,reservoir_pressure_psi,reservoir_temp_f,oil_gravity_api,gas_oil_ratio_scf_bbl,bottomhole_pressure_psi,wellhead_pressure_psi,water_cut_fraction,oil_rate_bbl_day,gas_rate_scf_day,water_rate_bbl_day,oil_price_usd_bbl,gas_price_usd_mcf,daily_opex_usd,daily_revenue_usd,performance_index
1,12.142529843551035,0.19630887737658206,10099.033154879004,4.5,56.78745100673091,3317.1200677279853,301.4854973231851,29.126609609772032,127.05050625091961,2702.1266766080603,2524.143368008608,0.0894631005461516,13.582131510769571,1725.6166844098416,1.3344854703004274,63.30937012109825,3.477425696850216,286.2801457960144,579.596748854008,273.4904995079472
2,6.434896125657351,0.24547083202350653,9386.950524369153,5.5,50.89962748597694,2704.52050031319,290.8042578655373,35.655964451308485,81.07436337564968,1925.1371151531098,1623.172534653054,0.13585752867314949,9.70518538768356,786.8417267491025,1.5258143419875905,65.22167126202929,4.591460995336694,269.65828305488805,366.94288093553126,202.84641862775766
3,14.121359906705182,0.08007162130904293,8089.445554880262,5.5,52.15305122218473,1500.0,271.34168332320394,38.658243236921926,343.42395390224993,1063.8667983362106,656.3679457912056,0.23473031665182484,5.0,1717.1197695112496,1.5336424206454906,70.36559978103139,4.03002882671889,244.92809796944812,113.81994310576806,109.92748628977493
4,33.88694565868619,0.17814846183452854,7029.594833441639,4.5,45.23915459465574,3347.1777899198646,255.44392250162457,46.64657857717413,557.9814345826986,3068.7473957660104,2943.9687883344154,0.21401037801503522,9.460350364366887,5278.699867964391,2.5758744455752076,43.43125801852001,2.841715278785254,246.5226986909088,179.35278099642537,130.9994669450231
5,5.846520075035395,0.11746787154390864,9047.334970420385,2.875,22.57606402369617,5430.092337290333,285.71002455630577,40.636052318597784,100.80125570219988,4827.0670217438965,4496.343853888594,0.2239656947978591,5.0,504.00627851099944,1.4430122785426671,77.0711761262632,2.668623868807387,254.41636198274654,132.28452183343268,117.54329821820293
6,5.846616062669532,0.1256437308117652,8590.228078132624,4.5,58.80292171952647,4127.683430318419,278.85342117198934,41.31245349900415,90.94604933713394,3490.097550032095,3342.413372895866,0.06437601487460325,5.0,454.7302466856697,0.34402680506642985,46.708069440734604,4.1543852355630895,248.74630758639265,-13.316835759724711,87.84289200448917
7,35.845312863785985,0.12038030378805653,9342.789830041598,3.5,45.56100946672671,3484.5916962124843,290.14184745062397,35.67061302343489,219.85453702592028,2939.5553521371958,2824.9709318069486,0.07769359851244989,18.788978170731923,4130.84209691639,1.5827513951439716,75.79588969398928,3.817093565173881,291.9830951223898,1147.9120325560684,449.84855727754194
8,15.917748255147648,0.10680046151600919,8952.757702522955,4.5,39.384675334904635,3289.6873366333857,284.2913655378443,46.28367316162803,111.45004863350657,2965.596600753348,2844.499019888461,0.09725877713107645,5.0,557.2502431675329,0.5386852119422703,87.97934634202875,3.6357982143765293,252.56626223717183,189.35651891204134,157.23117965262912
9,4.620604839036434,0.15242608139724134,9574.329072979002,3.5,14.215410275954941,3517.972714249637,293.61493609468505,38.27810236767598,132.75193542247123,3015.299149248024,2581.6335059646476,0.16306247496742357,5.0,663.7596771123561,0.974160407785486,67.84685309034246,2.822801757704874,259.2174511375755,81.8904762973832,109.52884741649409
10,12.712173066814993,0.1084524941794481,7197.147182659148,5.5,33.035110453159824,3937.695292140168,257.9572077398872,28.111296718611435,268.19719746736763,3550.3814501986903,3403.1924567474657,0.0279804297418617,5.0,1340.9859873368382,0.1439292058111022,100.15673805280306,3.986358053604603,234.6154010324026,271.51393952200385,207.4763827356266
11,4.648675345999612,0.16352284128899194,9976.091098451489,2.875,33.780063187307874,2555.349747752924,299.6413664767723,46.226959761001524,32.217672261432725,2098.8698308529106,1980.8092850879939,0.12652168206701028,5.0,161.0883613071636,0.7242397127754122,53.092486508722686,2.8956008934928406,262.9851506972903,2.943729449255443,88.1706356567243
12,4.637939741623569,0.14748809452754313,8296.3994070386,5.5,56.41556213326952,4391.457355735098,274.44599110557897,40.583226180312224,426.0862795351332,3804.3262102282993,3529.1662553711344,0.23929487660713186,5.0,2130.431397675666,1.5728470512360235,92.86891022447749,3.4184106763250575,247.036841121622,224.59039943575806,142.98647823320357
13,9.411781650729825,0.13805259765667952,11112.891308937898,3.5,38.612300330516156,4072.3050523529955,316.69336963406846,31.45564783097214,157.298365566992,3425.176206738495,2987.5788179616848,0.25160993450630387,7.142052634531733,1123.4332062052708,2.4011662865452004,85.12705584610381,4.657555317109584,281.38521096225355,331.8291548163209,161.70274993806294
14,1.0905910045854894,0.1046218168979201,6966.218272865648,3.5,29.302430742342942,4074.5485805663475,254.49327409298473,31.164056260806053,106.78372041649949,3735.2137660255416,3530.250415429821,0.028688867013528314,5.0,533.9186020824975,0.14768098760034684,49.259501275339666,2.971332611351883,232.30986371625684,15.574092414616615,102.97948874985818
15,1.3166388553290882,0.12116143347158335,10603.945704747874,3.5,62.70081839659692,3850.780591047782,309.0591855712181,37.37260436112609,138.18766831319272,3407.58537465961,3138.900327649243,0.16784077445947765,5.0,690.9383415659636,1.0084642915398783,115.661914485608,2.2416085943417112,269.5479213390186,310.31046441363577,178.5380660788369
16,4.211051886489826,0.1877695612912878,8296.866175193973,2.875,14.200353226273677,3515.6933261551917,274.45299262790957,38.70547836214068,144.01874777972782,3154.196383560214,3038.227370534714,0.13856991913179856,5.0,720.0937388986391,0.8043006701832698,74.04382071744051,2.657962246503912,246.27296242212302,125.86012313701596,129.49772041781722
17,2.6836260389870468,0.17504585938121903,7022.872994578327,4.5,31.6627119854689,4038.288988773456,255.34309491867492,36.578338125049655,37.15279326788893,3719.1100204563345,3439.478614802384,0.20311718029351372,5.0,185.76396633944466,1.2744466336907632,61.837739667665524,4.295439061350098,234.00317657947403,75.98345955605936,105.29222951362146
18,10.11730508649365,0.10112223776007244,7274.171248918517,5.5,10.353381809598696,3973.4513069931027,259.1125687337778,37.49046938754308,490.75772878741304,3303.4189749955995,2972.373742740746,0.12183152420771366,5.0,2453.788643937065,0.6936674956607721,53.893692078239745,3.7037849099041678,235.93537998484595,42.621385757861106,100.29810160351207
19,2.9801568235315004,0.1549666152714613,7519.47903770852,5.5,49.4346307629481,3216.767431247181,262.7921855656278,48.59965899661104,153.401782040255,2471.2158145849853,2142.8529930841273,0.19775788113511553,5.0,767.0089102012751,1.2325308655493892,71.69972958510489,3.396898097048997,238.9273212426346,122.17677779037217,120.37246867632344
20,1.799837348121891,0.18756935616858944,8636.248919602875,4.5,59.412286923152436,3041.118581682479,279.5437337940431,43.57234521787909,211.5373765940711,2618.979270271733,2386.008593401987,0.08213606639878551,5.0,1057.6868829703556,0.4474300269677327,73.08889691415061,3.0927249557507444,249.30991922299648,119.40569996608917,134.542706189301
21,31.99721183737195,0.0665297359439314,8784.25323205325,5.5,23.68209045482741,3581.4850362095895,281.76379848079876,36.52508473012019,317.74202660535894,2930.717681585329,2704.504409320075,0.048802404648803234,10.13990723890341,3221.874675679519,0.5202403142653786,76.53968292809496,3.888287926042552,263.71254073205637,524.9203206545724,279.9371917500412
22,5.8957025226221536,0.17716800961899676,7139.449994092131,2.875,56.06713390075077,4739.21612119615,257.09174991138195,42.53048464613987,65.56683695826419,4001.0189475775037,3858.3695000028647,0.22912173284271498,5.0,327.8341847913209,1.4861064670193453,70.5330576566406,2.8207161192078214,235.38060640794066,118.20940904473053,115.49889791987064
23,7.905258766714606,0.11686881205270766,7963.468111608526,5.5,24.364220905866276,2508.714339476879,269.4520216741279,26.739808771779686,216.75713196559533,1801.0398131587401,1554.3204849002327,0.21509644503145778,5.0,1083.7856598279766,1.370207649260479,84.4983796517264,3.7445324549140766,243.50488876534575,183.04528007068257,136.18428548601753
24,1.777578089230018,0.17852993342965795,11213.405537917795,3.5,59.00312905205925,2325.979787398048,318.20108306876693,38.18341639957447,119.80760054472682,2016.2917542745122,1876.4938867253263,0.23670866871564852,5.0,599.0380027236341,1.5505767516185536,69.18555251005131,2.9149963449496346,276.1846321307965,71.48932400788539,95.6040386346173
